LigandAnnotID	ECMpAnnotID	Well	CellLine	Ligand	Endpoint488	Endpoint555	Endpoint647	EndpointDAPI	ECMp	MeanIntensityDAPI	ElongationFactor	MeanIntensityAlexa488	MeanIntensityAlexa555	TotalIntensityAlexa555	MeanIntensityAlexa647	Area	Z	SpotCellCount	LoessSCC	TotalIntensityDAPI	MeanIntensityDAPIMedNorm	MeanIntensityAlexa488MedNorm	MeanIntensityAlexa555MedNorm	TotalIntensityAlexa555MedNorm	MeanIntensityAlexa647MedNorm	TotalIntensityDAPIMedNorm	SpotCellCountMedNorm	RadialPosition	Density	EdUPositiveProportion	CVElongationFactor	CVZ	CVLoessSCC	CVRadialPosition	CVDensity	CVEdUPositiveProportion
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	CEACAM6_P40199	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	CEACAM6	338.4332	1.7623829	141.489515	53.241104	206683.5	4.64008475	3917.5	5749.82	14	0.843024339338907	1414410.97551	0.438848598878908	1.48366201652359	1.14256538207697	0.92825965176301	0.640402582558427	0.422327524279874	0.259259259259259	115.139152084556	0.621698996452716	0	0.0575468923091881	0.00147414838891307	0.344049832181533	0.239912455507248	0.734212929241995	1.31245649445455
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	COL1	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	COL1	379.82373	1.8735251	151.70784	53.395018	184172	5.11728525	3915	5752.78	12	0.866768448783947	1191471.51229	0.492519976560989	1.5908115864051	1.14586840915577	0.827155707081103	0.706263541800211	0.355760258332268	0.222222222222222	114.602313503701	0.683868896097988	0	0.0466537095824987	0.00103688343333155	0.221253546147051	0.152494470848357	0.431774953566105	1.42779719801767
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	COL23A1_Q86Y22	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	COL23A1	369.87784	1.75661525	152.2469	54.969585	196236.01	4.6604519	3828	5752.24	14	0.819591101032621	1142059.46658	0.479623074333005	1.59646418085089	1.17965895087633	0.881337747357494	0.643213560409501	0.341006366220547	0.259259259259259	118.036942506349	0.870378595033803	0	0.0690374487101261	0.00185973866103014	0.33958183368971	0.336676401856474	0.47920878579556	1.80776151165212
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	COL2A1_P02458	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	COL2A1	358.386595	1.77290005	142.858625	50.023338	191029.5	4.47657395	3791	5752.31	18	1.01049833086783	1102452.01654	0.464722299918367	1.49801853264736	1.07351144136184	0.857954201213265	0.61783559418689	0.329180018286277	0.333333333333333	115.044713759477	0.994718394324346	0.0344827586206897	0.0754537617752749	0.000991663317260816	0.125261997241659	0.150241766125841	0.458410877850891	1.19623451533809
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	COL3A1_P02461	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	COL3A1	366.507825	1.7822331	139.24243	56.738035	224900	4.6584935	4016	5751.29	13	0.853353915945454	1267025.01492	0.475253153294079	1.46009903616847	1.21761026289146	1.0100738359932	0.64294327129082	0.378319701286884	0.240740740740741	111.287109350277	0.746038795743259	0	0.0511296892915882	0.0016674033577651	0.442390680668011	0.153511360007708	0.894043568177537	1.79086759298559
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	COL4A1_P02462	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	COL4A1	343.51459	1.8030848	138.39938	50.92828	188743.5	4.7523704	3981.5	5751.14	13	0.835432649974547	1156297.95936	0.445437671351281	1.45125879621832	1.09293168858262	0.847687287967021	0.655899717658007	0.345257823194067	0.240740740740741	104.920269337471	0.746038795743259	0	0.0547432516610607	0.00135255505931158	0.295111808424074	0.217712150678399	0.521690200042079	1.49246467195452
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	COL5A1_P20908	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	COL5A1	382.901885	1.830733725	145.7830075	54.34499825	192782.755	4.763313775	3756.5	5755.445	12.5	0.945463829555282	1149115.95824	0.496511440781645	1.52868366876742	1.1662551867723	0.865828443113329	0.657410070591088	0.343113356836761	0.231481481481481	105.422167879417	0.683868896097988	0	0.0881565305751194	0.00129240001039798	0.398443632770346	0.208641679146845	0.510083508050579	2.95448710994654
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	DCN_P07585	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	DCN	389.825705	1.807760475	151.107965	56.7656975	203877	4.951464425	3646.5	5755.55	12.5	1.00623886512088	1236589.01604	0.505489604584398	1.58452128459608	1.21820390600753	0.915655062075527	0.683377734688182	0.369231847559406	0.231481481481481	108.406860573875	0.839293645211167	0	0.0706644569658993	0.00123573934528882	0.195473890615462	0.138431307993811	0.456197675842879	2.40438533181902
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	DSG2_Q14126	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	DSG2	363.18843	1.7665629	163.256255	53.998028	191031.5	4.6817074	3762	5751.21	14	1.0350779359107	1145822.510935	0.470948871548448	1.71190850787346	1.15880913162926	0.857963183639552	0.64614714413199	0.342129969779711	0.259259259259259	96.429999999993	1.05688829396962	0	0.0988843755634769	0.00174189504312178	0.226160471891575	0.302442144058699	0.558080788655788	1.49701359927339
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ECM1_Q16610	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ECM1	378.538315	1.76404345	156.437775	55.81278625	199743.25	4.9640746	3976.25	5753.07	12	0.915371138709146	1184174.271695	0.490853170314652	1.64040978384132	1.19775422850945	0.897089509743215	0.685118131485139	0.353581382738172	0.222222222222222	111.371322014075	0.683868896097988	0	0.0674899370902733	0.00161924362929936	0.524946851509539	0.220006536030651	0.574191980575399	1.51767542672728
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	FN1_P02751	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	FN1	372.21683	1.79645485	155.31213	54.3334255	178063.5	5.01214695	3489	5753.75	15	0.823035130430078	1233883.535625	0.48265605834371	1.62860624680475	1.1660068331032	0.799721131593488	0.691752850191442	0.368424020933737	0.277777777777778	105.661194863653	0.870378595033803	0	0.0974023362074333	0.00131470938001187	0.146042872164047	0.209419987259892	0.615655586931716	1.49019737189423
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	GAP43_P17677	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	GAP43	351.454855	1.763037975	145.9175525	54.13369575	211911.99	4.514488575	3942	5753.465	15.5	0.8569837312726	1153417.0112225	0.455733866198528	1.53009451045427	1.16172059031378	0.951741914772135	0.623068391662569	0.344397603840883	0.287037037037037	99.7613331824416	0.901463544856439	0	0.075771718876868	0.00130221966252269	0.234214640831052	0.212178774099288	0.492126374756765	1.55034191387646
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	HyA500K	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	HyA500K	352.4789275	1.8086017	151.79684	51.753774	204895.75	4.80411135	3598.75	5752.51	10.5	0.900698699444126	1304128.7293975	0.457061787873397	1.59174484226841	1.11064696487577	0.920230485465559	0.663040759209894	0.38939846138433	0.194444444444444	110.371963401646	0.559529096807445	0	0.0717735695760124	0.00116124414436152	0.148867488889624	0.314041553210783	0.621375084699068	2.00337324997071
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	HyA50K	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	HyA50K	369.8967525	1.72265875	154.25574	55.8230855	202094.24	4.859779	3828.75	5752.1	15.5	1.03671597028896	1139662.52171	0.479647598298521	1.6175289191481	1.1979752525985	0.907648306931662	0.670723745350386	0.340290664907202	0.287037037037037	112.048739956633	0.994718394324346	0.025	0.040854796351365	0.00110831528617892	0.235710908399329	0.16203144935332	0.440429817444567	1.14727148445607
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ICAM1_P05362	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ICAM1	387.6400275	1.8069988	140.8084025	53.5130165	184841.495	4.9925498	3704	5752.745	10.5	1.00191856025325	1168353.4920375	0.502655421920061	1.47651985658877	1.14840068198837	0.83016255182467	0.689048144103738	0.348857472346766	0.194444444444444	117.426591945196	0.559529096807445	0	0.0658395925035147	0.0013972881399529	0.184862218619756	0.204227545390892	0.66064870927907	2.4139018819794
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	INGAVB2	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	INGAVB2	381.143295	1.80582445	158.68387	54.3573495	191732	4.9617605	3823	5754.56	14	0.868874508027842	1466933.9809	0.494231065341226	1.66396238303571	1.16652024721649	0.861109278446637	0.684798750332392	0.438010314655634	0.259259259259259	99.9943947229028	0.870378595033803	0	0.058929323160307	0.00103274001959999	0.205692812372052	0.274794685730441	0.619986247087561	3.60555127546399
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ITGA10B1	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ITGA10B1	361.335845	1.804413725	148.817275	55.5738105	224742.5	5.2026088	3891.25	5753.465	9.5	0.91204054961571	1205061.740775	0.468546612161502	1.56050106129804	1.19262575823758	1.00936646992309	0.718039495196979	0.359818150734014	0.175925925925926	102.906735893822	0.808208695388531	0	0.0824796261120118	0.00101833207428523	0.225219431808894	0.266788175751617	0.446772338761528	1.47517567069173
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ITGA2B1	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ITGA2B1	384.2974875	1.758220575	138.35348	57.276287	225573.5	4.910565475	4196.5	5752.305	9	0.912282868351203	1543993.013725	0.498321127897793	1.45077748785736	1.22916126495246	1.01309866804541	0.677733054770659	0.461019292328936	0.166666666666667	92.084441628683	0.621698996452716	0	0.0843205061227054	0.0012484540984068	0.266685226373923	0.330423336290837	0.514463461347086	1.8391576975262
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ITGA3B1	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ITGA3B1	388.7032925	1.794046225	153.00633	54.88274825	209702.75	4.9287144	4087.5	5754.74	12	0.844549955126825	1204167.766975	0.504034164772378	1.60442757973037	1.17779541580685	0.941819747046792	0.680237883683678	0.359551220012843	0.222222222222222	101.632305582184	0.683868896097988	0	0.0715483718370416	0.00103635210881213	0.197396075432236	0.233972347888024	0.537517620150524	1.76265145164515
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ITGA4B1	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ITGA4B1	356.21196	1.812187	151.001625	55.840033	234934.02	4.9565473	4239	5751.51	14	1.01805217317878	1346165.05428	0.461902436137795	1.58340620112974	1.19833894954236	1.05513875850024	0.684079249089793	0.401950044569726	0.259259259259259	101.330277331113	0.870378595033803	0	0.0770781980991182	0.000860898016094328	0.228602348665759	0.181493874660867	0.371062593228005	1.33492260877596
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ITGA6B4	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ITGA6B4	375.77243	1.72970795	150.561585	54.450649	194667	4.8597224	3399	5753.81	13	0.863712488158903	1240308.98521	0.487266628696069	1.57879193247703	1.16852247427146	0.874290989023071	0.670715933685702	0.370342589343205	0.240740740740741	95.2962402515562	0.994718394324346	0	0.0559195856390197	0.00141672209409191	0.312786388701934	0.231414971534532	0.511731367539679	1.9634216464735
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ITGA9B1	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ITGA9B1	357.4949575	1.79382725	150.169835	56.7490015	210545.75	4.634449125	3830.5	5750.16	8	0.915173819166359	1140639.78931	0.463566107595678	1.57468403377533	1.217845606307	0.945605839726837	0.639624780212396	0.340582466238791	0.148148148148148	97.3201295335962	0.621698996452716	0	0.0899400231548407	0.00122827248450524	0.427730542147645	0.350645920609025	0.56329361676442	1.99645849177156
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	ITGAMB2	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	ITGAMB2	363.623185	1.766770925	166.3543175	57.49140175	215625.25	4.8210814	4007.5	5756.165	12.5	0.975220416392935	1193080.76008	0.47151262127101	1.74439485610969	1.2337776731044	0.968418956889698	0.665382885363117	0.356240761981399	0.231481481481481	96.2057669530172	0.746038795743259	0	0.0911128031962557	0.00108823737423672	0.460316004783813	0.180379192876401	0.603411157124968	1.59074939273978
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	LAMA3_Q16787	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	LAMA3	363.83786	1.81947745	147.77174	54.789448	195284	4.6420193	3698	5754.41	15	0.961695960499906	1202275.481685	0.471790991782426	1.54953755939866	1.17579317265672	0.877062067532665	0.640669580012749	0.358986204486526	0.277777777777778	98.9851547592396	1.05688829396962	0	0.0941642239998905	0.000847299788876802	0.334226445263853	0.158358547071349	0.562932717699112	2.00341766288143
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	LAMB1_P07942	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	LAMB1	361.67804	1.7753137	156.6728	55.004684	196156	4.8381627	3547	5753.2	12	1.03885578363049	1177549.0215	0.468990338711656	1.64287426091182	1.18041218285938	0.880978405393875	0.667740365715918	0.351603156069236	0.222222222222222	99.9683992187832	0.870378595033803	0	0.0855282542353882	0.00120958009142368	0.287359207519885	0.272913086313977	0.809426672637748	1.75671173254419
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	LUM_P51884	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	LUM	402.84233	1.8601944	160.430535	56.048671	195680.5	5.06931925	3531	5752.565	11	0.987182222822406	1235566.97736	0.522368349469303	1.682277948794	1.20281636526586	0.878842833544099	0.699643501018629	0.368926678076903	0.203703703703704	115.539954408153	0.528444146984809	0	0.0921151952367279	0.00157208111869194	0.609642892250312	0.220494407632237	1.09692148221454	3.2177212163466
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	NID1_P14543	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	NID1	407.393465	1.6421006	204.61378	64.6756325	217409.99	5.98478745	2970	5747.13	18	0.912121097401348	1118202.537105	0.528269836729001	2.14558438088726	1.38795278847772	0.976434604635588	0.825992098321752	0.333882950087225	0.333333333333333	107.068490229379	1.3055678925507	0	0.0412207472311225	0.000714611359202268	0.247959102585891	0.200100115537521	0.5487481493775	1.73205080756888
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	OMD_Q99983	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	OMD	370.0610225	1.8214247	145.8740825	54.45413375	218258.75	4.871357575	4145.5	5754.305	11	0.944076710367925	1204033.5009525	0.479860608308585	1.52963868312418	1.16859725774543	0.98024656670334	0.672321765587483	0.359511129658725	0.203703703703704	102.206870951276	0.621698996452716	0	0.0725019179667762	0.00134434705175163	0.244586081523353	0.178435524775143	0.658280381613629	1.648375000426
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	PECAM1_P16284	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	PECAM1	344.095625	1.8672336	147.33187	51.9245985	216544.5	4.7409092	4084	5752.115	14.5	0.908039524965903	1230999.527315	0.446191103330323	1.54492507336951	1.11431289487058	0.972547504571943	0.65431789696406	0.367562887846782	0.268518518518518	104.500271418159	0.96363344450171	0	0.0579064862801949	0.0013220645015813	0.153625281593802	0.193874298719138	0.465094385841583	1.56804857142712
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	POSTN_ Q15063	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	POSTN	358.26073	1.710949225	151.0517625	49.77114	180062.75	4.8324622	3918	5750.6	15.5	0.907663370772672	1115021.50873	0.464559089929223	1.58393194400442	1.06809921880107	0.808700189470809	0.666953609628785	0.332933130083323	0.287037037037037	107.875640038731	0.808208695388531	0	0.0752864955863111	0.00127162819067556	0.219003330852924	0.316439715465479	0.543875350588166	2.88897107049445
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	SPARC_ P09486	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	SPARC	398.579255	1.766147	170.098295	60.5647335	203689.5	5.15346	3793	5755.77	16	1.06678829532536	1150273.96785	0.516840391542404	1.78365428255885	1.299732024186	0.914812959611104	0.711256209945638	0.343459125739967	0.296296296296296	114.812857293947	0.870378595033803	0	0.0586143519947025	0.000928612869753778	0.324955712381679	0.21610932290467	0.399055526526173	3.3166247903554
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	SPP1_P10451	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	SPP1	377.029675	1.7732183	145.69446	55.749294	197789	4.92565755	4058	5752.67	15	0.994808084801992	1135301.51313	0.488896906714589	1.52775515782859	1.19639167136037	0.888312556457356	0.679815991683862	0.33898851582264	0.277777777777778	102.103084114439	0.870378595033803	0	0.0470301321464857	0.00103494278715966	0.233068870779089	0.146478940736916	0.520525994386852	2.39241931363
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	THBS1_P07996	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	THBS1	365.064035	1.7921761	143.7184375	57.1065005	203461.5	4.94791415	3886	5749.31	12.5	0.898138069261342	1195172.4991	0.473380981123691	1.50703454452345	1.22551761065776	0.913788963014366	0.68288774250026	0.35686533219264	0.231481481481481	102.297128189622	0.870378595033803	0.0384615384615385	0.0719647860533028	0.00115654513747421	0.311431912124256	0.155340753095441	0.511822562029338	1.112342234206
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	TNC_P24821	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	TNC	375.9222575	1.743039525	147.87516	55.12437175	201745	4.7096006	3650	5749.885	15.5	0.912645682797409	1150324.712635	0.487460911019578	1.55062202368386	1.1829807073552	0.906079795653395	0.649996831859314	0.343474277573338	0.287037037037037	110.990644600811	0.870378595033803	0	0.0555697186055971	0.00155232606269874	0.287982077765387	0.137066560628858	0.599126963078803	1.44268179592431
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	VCAM1_P19320	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	VCAM1	353.0455175	1.79575735	157.317205	52.60631575	178131.51	4.85083795	3557.5	5755.775	13	0.881429611645225	1169324.50794	0.457796488924118	1.64963150523312	1.12894269161963	0.800026578999384	0.669489743857033	0.349147406990402	0.240740740740741	103.124123393754	0.839293645211167	0	0.0990256524845527	0.00105900728695571	0.426506398668413	0.23468606909265	0.692247555682333	2.40080756305107
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	VTN_P04004	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	VTN	371.177325	1.70976975	151.82464	54.473445	192711	4.71857095	4064.5	5753.155	12	0.855055763395135	1225121.758745	0.48130812524265	1.59203635365043	1.16901168126555	0.86550617611421	0.651234877200286	0.365807850950548	0.222222222222222	105.171678306142	0.870378595033803	0	0.0794400163536486	0.000923738272538012	0.245963208784393	0.195055851798842	0.513494486289048	1.73500251258971
ANGPT1_Q15389-RnDSystems_923AN025_FHW2711091	fiducial	B01	PC3	ANGPT1	H3K9me3	Fibrillarin	EdU	DAPI	fiducial	388.8277025	1.724643125	182.1192825	58.51620275	169147	5.81370055	2822	5744.585	9.5	0.81844238377625	1016225.2663225	0.504195488053269	1.90970660915601	1.25577011988232	0.759675229598676	0.802379492409346	0.303433661267996	0.175925925925926	100.875633730503	0.435189297516901	0.0625	0.0845018419537351	0.000429587631890014	0.564773072437978	0.46829219694543	1.01015254455221	1.4142135623731
ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101	ALCAM_Q13740	B01	PC3	ANGPT2	H3K9me3	Fibrillarin	EdU	DAPI	ALCAM	260.667525	1.816568725	145.5673475	54.969432	231882.75	4.5219805	4154	5750.91	10	0.906051927843854	1153373.0298	0.486344290248521	1.32081921954467	1.0245403718462	0.921471440665044	0.536496583188965	0.493148404480404	0.24390243902439	109.267238204527	0.59061404663008	0	0.105871744118711	0.00169619311459559	0.474161475639997	0.203641955360408	0.603728847728374	2.80857007098299
ANGPT2_ O15123-RnDSystems_623AN025_SUL2911101	BCAN_ Q96GW7	B01	PC3	ANGPT2	H3K9me3	Fibrillarin	EdU	DAPI	BCAN	264.769855	1.7194519	151.392735	58.151186	185336	5.0466187	3410.5	5752.6	12	1.05971007756457	855757.0155	0.49399827312274	1.37367642896312	1.08384306622884	0.73650080019793	0.598740682143042	0.365896545101212	0.292682926829268	104.169999999998	0.870378595033803	0	0.0627823091686539	0.00137157144962022	0.320552472075666	0.182646605351669	0.497654697852657	3.3166247903554
